,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99
0,7.8718386,11.361469,11.821311,11.9050455,12.004957,12.055023,12.064023,12.164746,12.454726,12.458514,12.466704,12.542402,12.608202,12.611677,12.651945,12.737683,12.757554,12.783526,12.815687,12.830694,12.859352,12.881489,12.886312,12.935559,12.948833,12.966487,12.985796,12.992958,12.999114,13.006207,13.009147,13.01104,13.01793,13.029016,13.029033,13.044698,13.051328,13.071654,13.073312,13.088427,13.0909605,13.092349,13.102034,13.109453,13.119351,13.143127,13.144099,13.151168,13.154328,13.160887,13.166119,13.186992,13.200429,13.204159,13.219145,13.219173,13.223447,13.234374,13.235694,13.242251,13.245708,13.250161,13.259646,13.263748,13.264062,13.270477,13.288429,13.316411,13.318862,13.32114,13.322032,13.339191,13.344353,13.379206,13.382587,13.423303,13.451701,13.457634,13.504015,13.532966,13.606087,13.615356,13.667782,13.671344,13.727109,13.7876425,13.833302,13.88377,13.969143,13.975879,14.103239,14.128901,14.212352,14.259625,14.2766485,14.287692,14.5485,14.615689,14.66081
1,4.1810365,7.807426,8.667337,9.362322,10.091272,10.87887,11.527071,11.728076,11.9047165,11.950557,11.959271,11.975158,11.986904,12.030271,12.089289,12.092689,12.105001,12.131962,12.148714,12.16243,12.1748705,12.202623,12.204869,12.222052,12.225092,12.234377,12.243183,12.251501,12.260114,12.26257,12.265697,12.271143,12.296004,12.301355,12.302735,12.311559,12.320963,12.32373,12.334568,12.345631,12.348207,12.348398,12.374483,12.379151,12.405809,12.414522,12.41457,12.417463,12.429629,12.449771,12.451935,12.468509,12.470821,12.47128,12.480641,12.488884,12.492694,12.493597,12.500569,12.508333,12.515899,12.518371,12.5185175,12.519153,12.523289,12.542386,12.544935,12.546941,12.550599,12.554201,12.559813,12.560297,12.562888,12.566744,12.572535,12.572651,12.57856,12.579396,12.586325,12.586489,12.58946,12.596388,12.605901,12.606904,12.611631,12.620114,12.622723,12.639505,12.648443,12.667098,12.683152,12.697727,12.700121,12.700801,12.733907,12.73544,12.772107,12.992341,13.102867
2,1.7735631,1.9227623,2.0853035,2.088586,2.1199288,2.1592128,2.1599438,2.2262177,2.228991,2.2437117,2.2527928,2.2552915,2.2638226,2.2746987,2.2750409,2.2847154,2.2916253,2.325189,2.335038,2.3459718,2.353297,2.3545525,2.3727353,2.3753805,2.378624,2.3864164,2.3890052,2.3923774,2.3969011,2.4033897,2.4097931,2.4191258,2.4234533,2.4264355,2.4268138,2.4288878,2.4367645,2.4597554,2.4695597,2.4696932,2.4797153,2.4804125,2.4996276,2.4997756,2.500515,2.5026731,2.52016,2.5205026,2.5216854,2.522699,2.528957,2.539965,2.5459359,2.5493999,2.5495136,2.553579,2.5618477,2.5647173,2.5649126,2.5669532,2.5741343,2.5775015,2.5807106,2.5857868,2.5953243,2.5983167,2.5998077,2.6004348,2.6011438,2.6019592,2.6119425,2.6128135,2.626911,2.6313472,2.632875,2.6382816,2.6417217,2.6419601,2.6425152,2.6529305,2.6907704,2.699932,2.7050602,2.709783,2.722197,2.7233114,2.730256,2.7317882,2.7626548,2.7657523,2.7663026,2.7737694,2.7749267,2.778208,2.778372,2.8135428,2.8776646,2.9374182,3.0855694
3,4.8481894,8.538268,10.157768,10.749291,11.284921,11.288434,11.350653,11.350719,11.357524,11.388208,11.393276,11.395194,11.396165,11.4019375,11.412678,11.41544,11.417498,11.422479,11.42669,11.430948,11.437335,11.439292,11.450106,11.456125,11.457728,11.463637,11.470002,11.473782,11.481483,11.490216,11.491003,11.498566,11.499346,11.509589,11.510251,11.510274,11.510477,11.515741,11.517102,11.517335,11.523922,11.526512,11.5293045,11.53161,11.532266,11.533633,11.537296,11.539251,11.540756,11.5408535,11.544432,11.545703,11.5485,11.549561,11.551712,11.553142,11.554087,11.5542,11.560285,11.562748,11.564869,11.565888,11.569971,11.570216,11.570275,11.577648,11.582724,11.584,11.588784,11.591519,11.591906,11.608364,11.622473,11.62605,11.635143,11.638313,11.639704,11.64476,11.650063,11.668938,11.669648,11.67279,11.702388,11.705681,11.722659,11.727527,11.758362,11.765571,11.768537,11.769616,11.781805,11.800126,11.83589,11.836377,11.842452,11.86861,11.913465,11.923008,12.040722
4,4.077422,7.6763086,8.621814,9.085127,9.734244,10.190087,10.842907,11.061515,11.297731,11.475439,11.480414,11.512489,11.578252,11.636985,11.69551,11.848316,11.953746,12.018562,12.05739,12.179086,12.200671,12.217075,12.274926,12.306496,12.316494,12.344679,12.370939,12.402767,12.410212,12.433759,12.437046,12.437185,12.46084,12.475515,12.487097,12.487125,12.489402,12.525237,12.52599,12.553437,12.562083,12.582392,12.599241,12.60047,12.600795,12.607038,12.618075,12.629128,12.641163,12.645022,12.646321,12.658627,12.663974,12.667736,12.676939,12.684126,12.688372,12.688832,12.693863,12.696065,12.696079,12.696372,12.696787,12.696859,12.699886,12.706728,12.711809,12.715415,12.7165365,12.7195835,12.729669,12.733684,12.735837,12.743897,12.745461,12.746167,12.7493515,12.751354,12.754632,12.778365,12.780541,12.784314,12.787648,12.7982435,12.803937,12.805625,12.8207245,12.822206,12.845966,12.859984,12.860038,12.870739,12.888661,12.903185,12.925484,12.934457,13.297689,13.375891,13.543985
5,3.5070343,6.7131157,7.674237,8.532936,9.676526,10.802161,11.69844,12.16126,12.563268,12.624593,12.682457,12.737654,12.75454,12.77526,12.781995,12.783311,12.799114,12.811421,12.81862,12.818659,12.838487,12.841264,12.841756,12.844459,12.844651,12.846201,12.846212,12.851049,12.855652,12.858661,12.859534,12.861367,12.87399,12.875393,12.883896,12.88804,12.894123,12.894911,12.895961,12.900771,12.9014635,12.905728,12.910184,12.912485,12.913317,12.914842,12.916141,12.91711,12.922934,12.925329,12.92682,12.927606,12.934401,12.935645,12.939002,12.9397,12.942526,12.944697,12.94508,12.953211,12.955405,12.962263,12.962835,12.972424,12.976659,12.977267,12.977998,12.978092,12.9824705,12.988211,12.988628,12.989779,12.994583,12.996773,13.003235,13.006032,13.010954,13.019201,13.024485,13.026445,13.028758,13.032355,13.035767,13.053935,13.053957,13.056828,13.060641,13.067948,13.084698,13.089759,13.114782,13.115593,13.139312,13.150547,13.1716385,13.225052,13.40874,13.452543,13.679662
6,8.736256,8.793818,8.805537,8.808457,8.851602,8.908051,8.909208,8.911069,8.914331,8.918287,8.935343,8.946841,8.948009,8.9564495,8.95727,8.962292,8.973707,8.9819,8.985346,8.999018,9.022217,9.025968,9.043172,9.044132,9.045451,9.053724,9.056756,9.057546,9.071991,9.086598,9.094645,9.099928,9.11546,9.142954,9.152506,9.202294,9.239866,9.288732,9.330304,9.366027,9.397955,9.427307,9.451256,9.451857,9.477678,9.491017,9.533878,9.535925,9.542996,9.5570545,9.672868,9.676287,9.70369,9.705877,9.747838,9.753669,9.759411,9.793987,9.918606,10.007619,10.040592,10.0611925,10.138822,10.18101,10.190938,10.200421,10.250056,10.270122,10.288565,10.300537,10.30708,10.367664,10.372949,10.388097,10.38874,10.391146,10.394497,10.424488,10.434038,10.454224,10.481372,10.55832,10.561957,10.573053,10.575798,10.592301,10.603916,10.622957,10.628591,10.6844635,10.685946,10.723242,10.811566,10.885442,10.898131,10.921161,11.019882,11.02259,11.354715
7,7.2781105,7.832621,8.208865,8.283904,8.312664,8.34827,8.416664,8.554499,8.610775,8.629063,8.635862,8.650217,8.667683,8.675326,8.676714,8.752156,8.756872,8.769787,8.791014,8.799481,8.80912,8.811365,8.813646,8.814934,8.826422,8.839326,8.863667,8.866411,8.885628,8.937125,8.950104,8.980577,9.004482,9.027264,9.113904,9.123061,9.137735,9.140861,9.207911,9.244649,9.3407345,9.412951,9.696446,9.752938,9.8395195,9.871356,9.968304,9.979658,10.017454,10.040899,10.047452,10.07413,10.121528,10.161042,10.175612,10.193124,10.208869,10.234205,10.250633,10.294301,10.364838,10.37491,10.382616,10.398394,10.4469795,10.495671,10.521053,10.54182,10.572502,10.578935,10.658144,10.662485,10.663002,10.7898655,10.809608,10.848811,10.859754,10.887557,10.898926,11.062281,11.065648,11.095533,11.12598,11.188479,11.191226,11.192912,11.29206,11.311912,11.390227,11.443739,11.445468,11.462255,11.533113,11.564244,11.671574,11.700383,11.852354,11.889433,12.357442
8,1.667158,1.7424254,1.7552506,1.789112,1.7921201,1.7959559,1.8281305,1.8546195,1.9004017,1.9037546,1.9481896,2.004099,2.03387,2.0372944,2.1057217,2.1687047,2.1700556,2.2435908,2.2904167,2.2998295,2.3071337,2.3179212,2.3261743,2.34356,2.3442051,2.3876476,2.412719,2.4656553,2.5036294,2.5051599,2.5072284,2.522429,2.5265675,2.5340428,2.565219,2.6467278,2.6544836,2.6587856,2.6652975,2.6977613,2.726101,2.7580278,2.8147457,2.8527317,2.8540406,2.8598027,2.862729,2.864614,2.8721843,2.9057224,2.9316654,2.9362757,2.9408884,2.955492,2.960116,2.9671526,2.9675536,2.984136,2.9894807,3.004252,3.007947,3.0199237,3.0428834,3.058451,3.0693562,3.0793445,3.0796459,3.0843933,3.08923,3.0999465,3.1202044,3.1303794,3.1341414,3.1421578,3.1738198,3.175133,3.1772294,3.1788793,3.1872482,3.241938,3.2516193,3.2803826,3.2878218,3.2939768,3.3107834,3.3616807,3.3890324,3.4346805,3.4716794,3.4794564,3.5933647,3.6383238,3.6715007,3.7298875,3.7717032,3.8329554,3.9216423,4.4574456,4.4838834
9,8.109707,10.75448,10.770103,10.916881,10.92167,10.976803,11.000691,11.030111,11.031017,11.036515,11.041504,11.08625,11.088763,11.093517,11.126884,11.145961,11.20038,11.201998,11.211991,11.2148075,11.238427,11.248319,11.267882,11.268435,11.276566,11.280439,11.281895,11.291498,11.312144,11.312676,11.314459,11.328397,11.344482,11.353006,11.365465,11.368795,11.373277,11.377818,11.394474,11.394833,11.402556,11.404468,11.406536,11.410249,11.422136,11.429244,11.429654,11.433519,11.436667,11.447662,11.448509,11.453173,11.457286,11.45924,11.466096,11.47397,11.4772835,11.479794,11.485146,11.490861,11.535635,11.536984,11.540949,11.543047,11.547833,11.564775,11.571709,11.575651,11.576465,11.578264,11.585957,11.58928,11.59376,11.596182,11.611003,11.614863,11.617036,11.627037,11.634141,11.641325,11.643871,11.649576,11.667268,11.68013,11.686615,11.692889,11.709637,11.72048,11.733176,11.758511,11.760429,11.767559,11.8030615,11.8078985,11.815991,11.946443,12.018151,12.045117,12.23345
10,1.804527,1.9647573,2.0331964,2.0839715,2.1121457,2.1524742,2.1632318,2.2146792,2.2157228,2.2241843,2.2432563,2.2447267,2.2541723,2.2555816,2.256068,2.2607124,2.2679434,2.2795866,2.28613,2.294482,2.2977757,2.3003056,2.301207,2.3081734,2.3227317,2.3255384,2.3310242,2.3367624,2.343588,2.3590257,2.3649142,2.372565,2.3758028,2.3874984,2.3879693,2.406143,2.412193,2.4243417,2.440457,2.4649637,2.4683266,2.4920542,2.4954703,2.5171168,2.5250697,2.5381465,2.5494637,2.5587215,2.5994592,2.6388645,2.6389003,2.6390173,2.6630678,2.7327547,2.8143451,2.8607664,2.9312625,2.9511824,2.9538143,2.965973,3.1277633,3.1364079,3.1661346,3.1891158,3.24301,3.2467875,3.2529123,3.2831264,3.2933464,3.2946408,3.2971463,3.3235412,3.3551536,3.3610168,3.3797288,3.394381,3.399441,3.4036047,3.4069488,3.4083567,3.4156947,3.4406939,3.4636636,3.491648,3.5216248,3.5341744,3.5575929,3.596489,3.611195,3.625386,3.6316085,3.6658442,3.6769254,3.7175121,3.7839577,3.7941933,3.8348026,3.991082,4.253985
11,3.9307742,6.47189,8.119679,9.422581,10.511695,11.386343,12.138727,12.673538,12.700855,12.730111,12.7824,12.787611,12.932699,12.934741,12.943786,12.972921,12.97572,12.999346,13.002974,13.005861,13.01101,13.025198,13.046584,13.099346,13.123086,13.134029,13.141131,13.143897,13.1444235,13.149136,13.155839,13.163851,13.169681,13.170149,13.1796,13.185218,13.205195,13.223161,13.228176,13.234754,13.235689,13.261004,13.26981,13.276897,13.279911,13.284332,13.2916155,13.296536,13.297617,13.304195,13.332567,13.34849,13.3495865,13.363524,13.367264,13.390615,13.391374,13.398854,13.434468,13.435071,13.435772,13.443791,13.445655,13.446937,13.4473095,13.449779,13.452955,13.453145,13.467314,13.471527,13.476858,13.47981,13.493207,13.494987,13.503071,13.5080185,13.509274,13.519834,13.533987,13.534499,13.551435,13.557836,13.56834,13.572181,13.573463,13.580699,13.585674,13.592259,13.633618,13.644862,13.653341,13.657449,13.670888,13.725294,13.784203,13.859652,13.874245,13.889305,14.462532
12,5.863506,6.7511,7.5491138,7.883664,8.223509,8.42145,8.600769,8.759536,8.957056,8.980705,9.049972,9.112968,9.199569,9.248287,9.356666,9.491867,9.537364,9.545499,9.573275,9.747579,9.809494,9.809554,9.814543,9.872651,9.884144,9.907429,9.91592,9.933346,9.952183,9.9595995,9.967158,9.979836,9.98464,10.045631,10.051899,10.051939,10.088934,10.123314,10.12757,10.1357975,10.142962,10.143417,10.171565,10.173323,10.201777,10.225076,10.243262,10.250417,10.252775,10.270258,10.272289,10.276973,10.286189,10.2983,10.305476,10.327737,10.336861,10.341954,10.360484,10.360698,10.364779,10.375821,10.392512,10.393344,10.396057,10.4141865,10.415286,10.418646,10.418815,10.430071,10.433546,10.446475,10.446701,10.448659,10.451528,10.471795,10.474136,10.505002,10.510698,10.517594,10.532927,10.548746,10.556466,10.559193,10.560695,10.583666,10.590833,10.602305,10.609792,10.615457,10.625865,10.684316,10.704239,10.750168,11.27751,11.312195,11.35945,11.397606,11.563087
13,6.5709577,7.60713,7.6655025,7.695662,7.7443914,7.8464503,7.862368,7.932796,7.9876814,8.053709,8.054053,8.072295,8.159479,8.283512,8.435684,8.448203,8.4494915,8.475548,8.476481,8.528424,8.548799,8.551331,8.552688,8.561635,8.579468,8.597628,8.6146755,8.615359,8.621161,8.62335,8.631196,8.632823,8.63844,8.641377,8.644078,8.645615,8.650428,8.656064,8.658963,8.685391,8.692363,8.695441,8.713184,8.713873,8.716056,8.723474,8.735417,8.771893,8.774248,8.783805,8.792906,8.798456,8.806428,8.813011,8.813236,8.820907,8.82394,8.824692,8.835368,8.852168,8.867465,8.872235,8.876102,8.876599,8.920427,8.925658,8.926376,8.9391,8.942874,8.942902,8.946165,8.957895,8.963813,8.964921,8.987743,9.002817,9.004759,9.015426,9.017853,9.021696,9.0605,9.067766,9.096581,9.112862,9.121546,9.129398,9.131821,9.135117,9.162742,9.168523,9.169629,9.176079,9.1948395,9.198473,9.201344,9.231174,9.265462,9.268126,9.296554
